customer_id,age,income,savings,monthly_expenses,num_dependents,credit_score,loan_amount,loan_term_months,employment_years,home_ownership,education,marital_status,region,recent_default,has_credit_card,signup_date,signup_dayofweek,debt_to_income,sin_age,target_default_risk
CUST004000,58,33641.0,3398.0,200.0,2,,7414.0,72,9.0,OWN,Masters,Single,East,0,0,2020-08-30,6,0.22,-0.4646021794137573,0
CUST006034,53,,1183.0,,0,543.0811514010334,5728.0,60,5.8,MORTGAGE,Bachelors,Single,North,0,0,2020-10-30,4,0.103,-0.8322674422239013,0
CUST000583,66,120498.0,1123.0,2514.0,0,611.3507393519145,1834.0,48,9.4,RENT,Bachelors,Single,West,0,1,2022-10-01,5,0.015,0.3115413635133779,1
CUST009931,72,37130.0,2010.0,2145.0,0,700.812005834417,1000.0,48,5.0,RENT,HS,Single,East,0,1,2022-06-19,6,0.027,0.7936678638491533,0
CUST007052,69,135563.0,,1734.0,0,709.6826480502008,27624.0,60,6.0,RENT,Bachelors,Single,South,0,1,2021-01-02,5,0.204,0.5784397643882001,1
CUST008159,27,178808.0,,2976.0,0,609.5630920592129,9716.0,72,8.1,RENT,Masters,Single,West,0,1,2021-07-28,2,0.054,0.4273798802338298,1
CUST009897,47,26878.0,4896.0,1631.0,0,807.2491604713888,12960.0,60,4.8,MORTGAGE,HS,Single,West,0,0,2019-10-17,3,0.482,-0.9999232575641009,0
CUST002250,40,261151.0,320.0,1613.0,3,648.7237626404991,14776.0,48,1.5,OTHER,Bachelors,Widowed,North,0,1,2022-12-12,0,0.057,-0.7568024953079284,1
CUST004641,58,111685.0,611.0,2112.0,0,635.916043969291,27176.0,60,6.7,OWN,HS,Married,East,0,1,2020-12-05,5,0.243,-0.4646021794137573,1
CUST009486,70,23511.0,6985.0,1515.0,0,675.5396206138693,18685.0,48,11.1,OWN,HS,Single,South,0,1,2018-10-07,6,0.795,0.6569865987187891,0
CUST004948,38,138002.0,,2259.0,1,506.47867402636996,14917.0,36,3.5,RENT,Bachelors,Divorced,South,0,1,2021-10-05,1,0.108,-0.6118578909427188,1
CUST009921,50,44570.0,222.0,1331.0,0,633.7297228757338,12190.0,72,7.8,MORTGAGE,Bachelors,Married,South,0,1,2020-10-25,6,0.273,-0.9589242746631386,0
CUST001964,42,23632.0,2593.0,4212.0,1,643.8541234435097,1918.0,24,4.6,MORTGAGE,Masters,Married,North,0,0,2021-09-14,1,0.081,-0.8715757724135881,0
CUST008244,23,61069.0,9305.0,1151.0,0,696.1722373784602,23932.0,12,7.8,OWN,Other,Single,West,0,1,2021-05-17,0,0.392,0.7457052121767204,1
CUST006591,30,69640.0,6359.0,1471.0,1,658.5166595486274,14243.0,24,7.7,MORTGAGE,HS,Single,West,0,1,2019-10-30,2,0.205,0.1411200080598672,1
CUST008848,20,55137.0,5696.0,1038.0,1,689.9601151390663,10708.0,48,8.2,OWN,Masters,Single,West,0,0,2019-02-05,1,0.194,0.9092974268256816,1
CUST000322,20,271779.0,1330.0,1565.0,0,571.7681244369626,10215.0,36,3.6,RENT,Masters,Divorced,West,0,0,2018-12-08,5,0.038,0.9092974268256816,1
CUST002679,34,73040.0,5959.0,1050.0,1,721.7437357760347,19205.0,60,5.4,OWN,HS,Single,South,0,0,2021-01-03,6,0.263,-0.2555411020268313,1
CUST004626,20,85558.0,2289.0,1111.0,0,743.9206029878335,12492.0,36,1.4,RENT,Bachelors,Married,South,0,1,2021-05-17,0,0.146,0.9092974268256816,1
CUST004950,54,38677.0,774.0,3052.0,3,629.1906900022344,18287.0,36,10.5,RENT,Bachelors,Divorced,South,0,1,2020-01-12,6,0.473,-0.7727644875559873,0
CUST008329,68,36662.0,1152.0,1862.0,0,668.6215084216973,5584.0,48,3.8,RENT,HS,Divorced,South,0,0,2022-08-16,1,0.152,0.49411335113860816,0
CUST003338,42,68589.0,3191.0,2222.0,0,661.4229939913608,17864.0,48,2.1,MORTGAGE,Masters,Single,South,0,1,2018-07-31,1,0.26,-0.8715757724135881,1
CUST005590,50,163253.0,4689.0,2448.0,2,628.0289091742055,18472.0,24,1.9,OWN,Other,Divorced,North,0,1,2021-12-20,0,0.113,-0.9589242746631386,1
CUST000252,50,139327.0,8115.0,815.0,3,622.5819153934664,12289.0,72,6.4,OWN,PhD,Married,North,0,0,2022-05-04,2,0.088,-0.9589242746631386,1
CUST003974,73,21114.0,261.0,2279.0,1,573.9690250294128,26833.0,48,11.5,RENT,Bachelors,Single,South,0,1,2019-09-25,2,1.271,0.8504366206285644,1
CUST006631,60,48540.0,756.0,1672.0,2,729.6495778286852,14713.0,36,4.8,OWN,Masters,Single,North,0,1,2018-03-22,3,0.303,-0.2794154981989259,1
CUST005548,18,34083.0,2166.0,2760.0,0,550.550534249249,9876.0,48,4.8,MORTGAGE,Bachelors,Divorced,South,0,0,2020-08-13,3,0.29,0.9738476308781954,0
CUST000036,59,60653.0,11654.0,2085.0,1,619.9047350433699,7641.0,36,1.3,OTHER,Bachelors,Married,East,0,0,2020-03-13,4,0.126,-0.373876664830236,1
CUST008363,55,68271.0,1303.0,2909.0,1,640.3753333678582,16177.0,36,9.2,OWN,Bachelors,Single,North,0,1,2020-05-29,4,0.237,-0.7055403255703919,1
CUST001514,64,29852.0,636.0,750.0,2,622.5051791463009,26250.0,48,3.3,OWN,Bachelors,Divorced,East,0,1,2022-01-12,2,0.879,0.11654920485049364,0
CUST009318,74,84770.0,134.0,1133.0,1,505.83901256613314,37794.0,48,1.9,MORTGAGE,Bachelors,Married,West,0,0,2022-04-14,3,0.446,0.8987080958116268,0
CUST000040,47,126204.0,1283.0,1544.0,2,625.0527555924001,18669.0,48,8.9,RENT,Bachlors,Married,South,0,1,2023-01-03,1,0.148,-0.9999232575641009,1
CUST004820,42,44908.0,,3420.0,1,693.830459720017,21244.0,36,2.7,MORTGAGE,PhD,Married,North,0,1,2021-03-28,6,0.473,-0.8715757724135881,0
CUST003466,33,163338.0,2430.0,2682.0,2,606.4802291714615,14160.0,48,13.4,RENT,Other,Single,East,1,1,2022-08-16,1,0.087,-0.15774569414324824,1
CUST001761,73,82039.0,,2185.0,0,730.2933020195604,8935.0,60,0.7,MORTGAGE,HS,Married,South,0,0,2018-08-11,5,0.109,0.8504366206285644,1
CUST002305,73,46024.0,5435.0,2047.0,0,579.5845405587276,9192.0,48,6.5,MORTGAGE,HS,Single,East,1,1,2022-11-08,1,0.2,0.8504366206285644,0
CUST003724,69,,6694.0,874.0,1,590.3446326590129,16373.0,36,5.5,MORTGAGE,Masters,Married,North,0,1,2021-01-17,6,0.51,0.5784397643882001,0
CUST008285,51,201146.0,6370.0,200.0,0,594.2305092532201,19910.0,36,10.0,OWN,Masters,Married,West,0,1,2019-06-18,1,0.099,-0.9258146823277323,1
CUST004994,51,108345.0,2033.0,1897.0,3,724.3841737281788,16977.0,36,2.9,OWN,Other,Married,North,0,1,2020-12-12,5,0.157,-0.9258146823277323,1
CUST008128,45,113736.0,4871.0,2304.0,0,609.0030357505412,1000.0,24,2.8,OWN,Bachelors,Single,East,0,1,2021-06-13,6,0.009,-0.9775301176650971,1
CUST003033,43,79872.0,4568.0,2113.0,0,663.3275351051445,25963.0,48,7.1,OWN,Bachelors,Married,West,0,1,2018-10-23,1,0.325,-0.9161659367494548,1
CUST007939,65,48875.0,3145.0,2248.0,2,664.0820811639169,10078.0,48,9.2,MORTGAGE,Bachelors,Married,West,0,1,2018-06-18,0,0.206,0.21511998808781554,1
CUST003040,66,24969.0,413.0,1935.0,1,674.052194176414,20472.0,72,1.9,MORTGAGE,Bachelors,Single,South,0,1,2020-06-11,3,0.82,0.3115413635133779,0
CUST009656,62,44943.0,4898.0,2379.0,0,676.4800281157351,26851.0,48,6.6,RENT,Bachelors,Single,South,0,0,2019-05-01,2,0.597,-0.08308940281749641,0
CUST002546,71,21203.0,8625.0,1729.0,3,612.5933683818674,25195.0,60,0.5,MORTGAGE,HS,Single,West,1,1,2018-02-10,5,1.188,0.728969040125876,1
CUST002593,55,28546.0,21.0,2942.0,0,665.4661308211795,22347.0,12,2.5,RENT,Bachelors,Married,South,0,1,2020-05-20,2,0.783,-0.7055403255703919,0
CUST001189,61,57297.0,9221.0,2254.0,1,632.8494308650437,7462.0,24,2.8,RENT,HS,Single,West,0,0,2018-03-10,5,0.13,-0.1821625042720959,1
CUST007967,61,,102.0,1630.0,1,598.7970677951886,15900.0,24,3.0,OTHER,HS,Married,North,0,1,2021-07-10,5,0.661,-0.1821625042720959,0
CUST006078,23,32003.0,1416.0,,1,738.0953061942018,27931.0,48,0.2,RENT,Bachelors,Married,East,0,1,2021-06-29,1,0.873,0.7457052121767204,0
CUST000108,34,73930.0,6587.0,1323.0,3,722.0439148897088,12367.0,60,3.7,RENT,PhD,Divorced,North,0,0,2020-08-31,0,0.167,-0.2555411020268313,1
CUST001316,56,61083.0,3580.0,699.0,0,705.7416267818047,20752.0,60,3.8,MORTGAGE,HS,Single,West,0,0,2021-03-14,6,0.34,-0.6312666378723215,1
CUST008188,37,24710.0,7981.0,1457.0,2,718.2318314904371,25234.0,48,9.1,OWN,Bachelors,Single,South,0,0,2018-04-15,6,1.021,-0.5298361409084933,0
CUST002754,68,23457.0,,1089.0,2,651.7300686099479,2912.0,48,5.8,MORTGAGE,Other,Married,West,0,0,2022-03-22,1,0.124,0.49411335113860816,0
CUST009754,25,39530.0,2150.0,2762.0,1,,37750.0,24,3.6,MORTGAGE,HS,Married,North,0,1,2019-12-16,0,0.955,0.5984721441039564,0
CUST006232,22,28260.0,4273.0,1758.0,0,566.1812680183316,4122.0,60,3.8,OWN,Bachelors,Married,West,0,1,2018-07-25,2,0.146,0.8084964038195902,0
CUST002877,39,,442.0,259.0,1,714.0314820134568,6845.0,36,4.5,RENT,Bachelors,Married,East,0,1,2020-02-28,4,0.16,-0.6877661591839738,1
CUST005324,47,21232.0,2990.0,3269.0,1,597.2386428363004,2071.0,48,8.7,MORTGAGE,Bachelors,Single,South,0,1,2020-12-20,6,0.098,-0.9999232575641009,0
CUST000800,31,91836.0,11822.0,2815.0,0,627.2775662396567,1449.0,48,17.3,RENT,HS,Married,West,0,1,2021-11-13,5,0.016,0.04158066243329049,1
CUST003571,33,46324.0,6829.0,493.0,0,591.9858156901587,25172.0,72,9.8,OWN,HS,Divorced,South,0,0,2021-01-31,6,0.543,-0.15774569414324824,0
CUST002895,60,141069.0,2885.0,810.0,0,690.7533060264163,20156.0,24,10.2,RENT,Bachelors,Married,North,1,0,2018-06-17,6,0.143,-0.2794154981989259,1
CUST002928,25,45591.0,3631.0,2199.0,0,668.4235418950684,21891.0,24,3.0,OWN,Bachelors,Single,West,0,0,2020-04-03,4,0.48,0.5984721441039564,0
CUST008179,30,25464.0,849.0,1382.0,1,601.424316642429,14541.0,60,7.2,MORTGAGE,HS,Married,West,0,1,2018-05-06,6,0.571,0.1411200080598672,0
CUST000972,68,173016.0,7128.0,1828.0,3,739.2364053587471,8262.0,48,8.1,OWN,Bachelors,Married,West,0,1,2018-05-11,4,0.048,0.49411335113860816,1
CUST006688,62,47644.0,15473.0,2594.0,1,646.9351496238626,19522.0,36,3.0,RENT,Bachelors,Single,North,0,1,2022-04-22,4,0.41,-0.08308940281749641,1
CUST008576,48,66350.0,1214.0,2242.0,1,791.3193287613447,19865.0,72,5.5,RENT,Bachelors,Single,West,0,1,2021-08-27,4,0.299,-0.9961646088358407,1
CUST002021,43,134321.0,2163.0,1444.0,0,724.9635950340742,10762.0,36,2.6,RENT,Other,Single,North,0,0,2023-02-09,3,0.08,-0.9161659367494548,1
CUST009055,61,40616.0,6299.0,2205.0,0,764.6309494329861,24078.0,72,5.9,OWN,Bachelors,Single,North,0,1,2022-11-22,1,0.593,-0.1821625042720959,1
CUST000953,57,32762.0,1804.0,2670.0,0,550.8626984811937,17606.0,24,4.6,MORTGAGE,HS,Single,South,0,1,2020-09-03,3,0.537,-0.5506855425976375,0
CUST005360,24,30465.0,1234.0,1937.0,3,546.585137668626,19649.0,36,5.2,OWN,HS,Married,East,0,0,2022-04-28,3,0.645,0.675463180551151,0
CUST003858,31,62151.0,3172.0,652.0,0,677.3429704480775,26626.0,24,5.6,MORTGAGE,HS,Married,East,0,1,2019-06-06,3,0.428,0.04158066243329049,1
CUST005862,31,190659.0,10915.0,2047.0,1,587.9908356883599,17794.0,48,3.3,RENT,Bachelors,Single,North,0,1,2019-06-07,4,0.093,0.04158066243329049,1
CUST003146,47,34678.0,11403.0,3490.0,1,734.6709057346674,14073.0,60,4.9,MORTGAGE,Bachelors,Widowed,South,0,1,2018-03-27,1,0.406,-0.9999232575641009,0
CUST003306,46,44919.0,4912.0,2926.0,1,573.4215304442757,7866.0,24,5.1,RENT,Masters,Married,North,0,1,2020-01-18,5,0.175,-0.9936910036334642,0
CUST003007,69,46838.0,11373.0,1742.0,0,681.3393580020346,12450.0,48,4.5,MORTGAGE,HS,Married,West,0,1,2020-01-20,0,0.266,0.5784397643882001,1
CUST009002,43,28034.0,2305.0,1897.0,1,739.924042592331,21211.0,72,2.9,RENT,HS,Widowed,South,0,0,2023-01-25,2,0.757,-0.9161659367494548,0
CUST007771,21,31430.0,4936.0,1679.0,0,575.9068403474139,7031.0,60,5.4,MORTGAGE,Masters,Single,West,0,1,2020-07-15,2,0.224,0.8632093666488737,0
CUST007439,50,38353.0,9900.0,1638.0,4,659.7779897224335,17085.0,36,4.3,RENT,Bachelors,Married,South,0,0,2018-02-04,6,0.445,-0.9589242746631386,0
CUST007943,65,25098.0,1218.0,1162.0,0,763.4924893079018,13864.0,24,1.5,RENT,Bachelors,Single,South,0,1,2022-04-12,1,0.552,0.21511998808781554,0
CUST009239,65,40353.0,7651.0,2664.0,2,756.4011526336757,27465.0,72,5.3,MORTGAGE,Bachelors,Married,East,0,1,2020-09-01,1,0.681,0.21511998808781554,1
CUST001057,43,92863.0,6168.0,1359.0,2,605.7259134259368,5242.0,48,6.7,RENT,HS,Single,South,0,0,2018-08-26,6,0.056,-0.9161659367494548,1
CUST003155,50,116315.0,6879.0,3320.0,2,647.6478748804424,27347.0,36,10.9,RENT,HS,Married,North,0,1,2020-04-21,1,0.235,-0.9589242746631386,1
CUST003788,33,44470.0,823.0,1730.0,0,655.3647245886445,4017.0,48,5.4,OWN,Bachelors,Single,North,0,1,2018-02-12,0,0.09,-0.15774569414324824,0
CUST009190,70,125192.0,10025.0,2009.0,0,729.9405546433011,1000.0,60,11.7,RENT,HS,Single,East,0,1,2018-04-16,0,0.008,0.6569865987187891,1
CUST007826,34,97597.0,3917.0,801.0,2,847.86104437603,10070.0,24,8.9,OWN,Masters,Single,North,0,1,2020-02-05,2,0.103,-0.2555411020268313,1
CUST007540,46,21563.0,524.0,1005.0,2,735.1146778049368,13550.0,36,4.7,MORTGAGE,Other,Married,North,0,0,2019-05-24,4,0.628,-0.9936910036334642,0
CUST007232,47,27081.0,1033.0,1796.0,3,649.1737857290855,1275.0,36,15.3,RENT,Other,Single,South,0,1,2022-07-08,4,0.047,-0.9999232575641009,0
CUST000765,37,46012.0,1567.0,,2,573.8437015467833,1000.0,36,12.6,RENT,Masters,Married,North,1,0,2020-06-22,0,0.022,-0.5298361409084933,0
CUST005020,34,73734.0,12479.0,2413.0,2,578.0563878507033,6529.0,60,2.3,RENT,HS,Married,South,1,1,2018-11-27,1,0.089,-0.2555411020268313,1
CUST004904,24,169551.0,8243.0,2838.0,2,680.7956932636607,4693.0,48,6.9,OWN,Masters,Single,South,0,0,2022-07-13,2,0.028,0.675463180551151,1
CUST008094,55,44113.0,8822.0,2283.0,1,742.110713772172,7849.0,24,6.5,MORTGAGE,Bachelors,Married,West,0,1,2018-10-16,1,0.178,-0.7055403255703919,1
CUST006844,40,29570.0,66.0,1226.0,0,736.2978392615375,11809.0,36,7.1,MORTGAGE,Bachelors,Single,North,0,0,2021-03-30,1,0.399,-0.7568024953079284,0
CUST002166,27,49661.0,4007.0,728.0,1,720.0045320851359,13450.0,36,4.3,RENT,HS,Single,West,0,0,2022-06-25,5,0.271,0.4273798802338298,1
CUST001863,71,31432.0,1808.0,1948.0,2,591.94147906943,8283.0,72,9.8,MORTGAGE,PhD,Single,East,0,0,2020-12-09,2,0.264,0.728969040125876,0
CUST007851,36,45560.0,4133.0,11280.0,0,697.0193737207665,151210.0,60,2.5,RENT,HS,Married,South,0,1,2019-04-27,5,0.332,-0.44252044329485246,1
CUST009124,24,62532.0,4580.0,1086.0,3,800.334355040487,18766.0,36,5.2,RENT,Masters,Married,West,0,1,2023-06-09,4,0.3,0.675463180551151,1
CUST002341,60,73378.0,572.0,2257.0,1,592.4727057645257,30953.0,60,3.8,MORTGAGE,Bachelors,Married,South,0,1,2021-09-23,3,0.422,-0.2794154981989259,1
CUST005528,31,29861.0,2337.0,,1,563.3419842867116,18279.0,48,1.5,MORTGAGE,Masters,Divorced,East,0,0,2019-12-31,1,0.612,0.04158066243329049,0
CUST006744,68,114932.0,4919.0,1925.0,0,663.36956754247,7017.0,60,1.4,RENT,Bachlors,Married,West,0,1,2021-10-06,2,0.061,0.49411335113860816,1
CUST004004,57,28987.0,14470.0,814.0,1,610.3607197218428,29137.0,72,1.2,OWN,Masters,Widowed,South,0,1,2021-04-27,1,1.005,-0.5506855425976375,0
CUST001124,29,69784.0,13741.0,2236.0,1,773.4070245234428,9174.0,12,5.5,MORTGAGE,Bachelors,Single,South,0,0,2022-12-12,0,0.131,0.23924932921398243,1
CUST008710,21,22529.0,11822.0,1510.0,2,652.1141210208099,9509.0,24,5.1,MORTGAGE,PhD,Divorced,West,0,0,2020-04-27,0,0.422,0.8632093666488737,0
CUST004050,43,92828.0,,1940.0,0,709.4655139040863,9311.0,24,7.5,RENT,Bachelors,Single,South,0,0,2022-10-06,3,0.1,-0.9161659367494548,1
CUST007641,73,78440.0,2216.0,2066.0,0,660.6312040962451,11643.0,48,0.6,MORTGAGE,Masters,Married,North,0,0,2021-09-15,2,0.148,0.8504366206285644,1
CUST000766,54,93041.0,5152.0,2568.0,0,,26714.0,48,2.5,OWN,HS,Married,North,0,1,2022-01-18,1,0.287,-0.7727644875559873,1
CUST002345,45,111672.0,2351.0,1864.0,0,583.7228138360941,17501.0,48,5.0,MORTGAGE,Masters,Married,North,0,0,2020-02-04,1,0.157,-0.9775301176650971,1
CUST004072,29,48793.0,4297.0,2672.0,2,761.6681750961384,41966.0,12,7.3,RENT,Masters,Married,East,0,1,2022-05-02,0,0.86,0.23924932921398243,1
CUST007217,42,35143.0,175.0,1599.0,0,500.55146796393956,14705.0,36,4.9,MORTGAGE,Bachelors,Married,North,0,1,2020-06-11,3,0.418,-0.8715757724135881,0
CUST004217,42,24861.0,7264.0,1372.0,2,664.6187245172823,24275.0,48,5.0,MORTGAGE,Masters,Single,South,0,1,2020-05-24,6,0.976,-0.8715757724135881,0
CUST007953,52,47265.0,5166.0,2279.0,4,787.242743836375,6328.0,24,2.3,OWN,Bachelors,Married,North,0,1,2022-06-02,3,0.134,-0.883454655720153,1
CUST005971,24,73479.0,4252.0,1870.0,1,642.3124253934332,11126.0,48,3.1,RENT,HS,Single,North,0,1,2022-03-03,3,0.151,0.675463180551151,1
CUST003351,36,26106.0,5246.0,2488.0,0,673.905704517354,21708.0,60,9.3,RENT,HS,Married,North,0,0,2022-06-10,4,0.832,-0.44252044329485246,0
CUST004696,32,27112.0,14374.0,1665.0,4,603.8211342993409,1000.0,24,10.7,RENT,Bachlors,Single,East,0,1,2020-03-29,6,0.037,-0.058374143427580086,0
CUST003400,50,44994.0,5831.0,2007.0,2,679.9427595586822,27462.0,60,12.7,OWN,Bachelors,Married,North,0,1,2020-12-02,2,0.61,-0.9589242746631386,1
CUST004082,33,26565.0,2245.0,1508.0,5,665.097992196742,33854.0,72,17.7,OWN,PhD,Married,East,0,1,2022-10-06,3,1.274,-0.15774569414324824,0
CUST009150,25,,3415.0,2348.0,3,503.19627713971715,22821.0,36,0.6,OWN,Bachelors,Married,East,0,1,2022-06-30,3,0.963,0.5984721441039564,0
CUST001225,46,58910.0,1636.0,3881.0,2,710.6101870742498,7276.0,72,6.7,MORTGAGE,HS,Married,East,0,0,2019-09-12,3,0.124,-0.9936910036334642,1
CUST006293,69,130967.0,11065.0,2244.0,0,574.4114459555416,15651.0,48,6.2,OWN,Bachelors,Single,West,0,1,2019-02-13,2,0.12,0.5784397643882001,1
CUST003123,23,33657.0,975.0,1979.0,2,649.02109011196,21594.0,48,0.1,OWN,Masters,Divorced,North,0,1,2020-04-26,6,0.642,0.7457052121767204,0
CUST000511,26,35274.0,4403.0,2228.0,0,714.0525551444256,13849.0,72,4.1,OWN,Masters,Single,East,0,0,2019-04-13,5,0.393,0.515501371821464,0
CUST005795,38,72781.0,5148.0,2486.0,1,738.4433448565021,6907.0,36,1.5,OWN,PhD,Married,North,0,1,2020-07-13,0,0.095,-0.6118578909427188,1
CUST008182,34,48305.0,1130.0,415.0,1,645.2263075562824,14799.0,72,7.6,RENT,HS,Single,South,0,1,2020-09-17,3,0.306,-0.2555411020268313,1
CUST009418,38,41096.0,80.0,1647.0,3,670.6584458770956,15794.0,60,5.9,OWN,HS,Single,North,0,1,2019-11-18,0,0.384,-0.6118578909427188,0
CUST000097,22,102296.0,1172.0,1220.0,0,652.4760710259969,1461.0,60,9.5,MORTGAGE,Bachelors,Single,North,0,1,2023-01-16,0,0.014,0.8084964038195902,1
CUST006682,64,54766.0,3399.0,1536.0,0,625.9832666990409,20719.0,24,3.4,RENT,Bachelors,Married,East,0,1,2019-07-13,5,0.378,0.11654920485049364,1
CUST001513,41,52865.0,2394.0,2206.0,2,582.2616292670217,5210.0,48,6.0,MORTGAGE,Masters,Single,East,0,1,2018-04-23,0,0.099,-0.8182771110644104,1
CUST008792,38,73714.0,6126.0,1074.0,0,615.9719176214637,10608.0,48,10.4,OWN,Bachelors,Widowed,East,0,1,2019-01-31,3,0.144,-0.6118578909427188,1
CUST000120,51,26831.0,2787.0,485.0,2,570.594126297934,22287.0,48,9.5,RENT,PhD,Single,North,0,1,2022-12-12,0,0.831,-0.9258146823277323,1
CUST007792,60,63664.0,9644.0,2295.0,3,716.8021578916339,22382.0,36,8.1,MORTGAGE,HS,Single,South,0,0,2019-01-01,1,0.352,-0.2794154981989259,1
CUST006518,49,66432.0,44.0,577.0,0,,24290.0,24,8.3,RENT,Bachelors,Divorced,West,0,1,2021-08-16,0,0.366,-0.9824526126243325,1
CUST000034,28,80778.0,5425.0,2144.0,2,771.3435738924032,13398.0,48,5.8,OWN,Bachelors,Married,South,0,1,2020-09-30,2,0.166,0.3349881501559051,1
CUST007888,74,28986.0,6708.0,2566.0,1,543.8233372047905,10624.0,48,16.8,RENT,Masters,Single,North,0,1,2022-08-20,5,0.367,0.8987080958116268,1
CUST006831,33,56567.0,801.0,1683.0,0,621.9892144621316,24480.0,12,6.9,OWN,HS,Single,West,0,1,2019-06-23,6,0.433,-0.15774569414324824,1
CUST005422,20,24773.0,7892.0,1991.0,2,,23963.0,60,5.7,OWN,Bachelors,Single,East,0,1,2018-03-08,3,0.967,0.9092974268256816,0
CUST001069,68,66367.0,1824.0,3514.0,2,729.6432926009098,4168.0,36,10.3,MORTGAGE,HS,Widowed,East,1,1,2020-04-09,3,0.063,0.49411335113860816,1
CUST001348,57,81822.0,1893.0,1755.0,2,708.9896900145734,21945.0,36,6.0,RENT,Bachelors,Single,West,0,1,2022-01-01,5,0.268,-0.5506855425976375,1
CUST004748,61,41678.0,2946.0,734.0,0,628.8403830318368,19070.0,48,0.9,RENT,Bachelors,Single,East,0,0,2021-11-23,1,0.458,-0.1821625042720959,0
CUST006006,65,107014.0,8365.0,1986.0,2,495.91215506808766,13692.0,48,0.1,RENT,Bachelors,Single,North,0,1,2019-11-30,5,0.128,0.21511998808781554,1
CUST006040,27,45210.0,,3155.0,1,514.4042890219715,20622.0,24,10.2,RENT,Bachelors,Married,South,0,1,2022-08-27,5,0.456,0.4273798802338298,0
CUST003818,25,107973.0,4228.0,984.0,2,676.4248399264216,10553.0,36,9.9,RENT,HS,Single,South,0,0,2022-11-27,6,0.098,0.5984721441039564,1
CUST008447,55,23382.0,13065.0,1918.0,3,579.5830001749443,23293.0,60,9.9,RENT,HS,Married,East,0,0,2018-10-26,4,0.996,-0.7055403255703919,0
CUST005270,60,46815.0,1633.0,2169.0,1,631.1588787336544,25377.0,12,5.9,RENT,Bachelors,Single,South,0,1,2022-03-08,1,0.542,-0.2794154981989259,0
CUST006898,36,48060.0,8202.0,2322.0,0,719.511158955318,8675.0,48,5.9,MORTGAGE,Masters,Married,South,1,0,2022-12-10,5,0.18,-0.44252044329485246,1
CUST005310,24,42447.0,1897.0,1641.0,1,715.4224895633789,12537.0,12,11.6,MORTGAGE,Masters,Married,North,1,1,2022-08-21,6,0.295,0.675463180551151,1
CUST000032,37,21232.0,3618.0,674.0,1,723.7744086822023,18563.0,60,5.8,RENT,Bachelors,Single,South,0,1,2018-08-08,2,0.874,-0.5298361409084933,0
CUST005675,63,36654.0,6048.0,2179.0,2,667.2202635457322,1000.0,48,4.7,OWN,Bachelors,Divorced,West,0,0,2022-03-08,1,0.027,0.016813900484349713,0
